Current Time                                                                Throughput               

16997.000000                                                                8333.333333              

17005.000000                                                                12500.000000             

17014.000000                                                                11111.111111             

17021.000000                                                                14285.714286             

17033.000000                                                                8333.333333              

17042.000000                                                                11111.111111             

17051.000000                                                                11111.111111             

17061.000000                                                                10000.000000             

17073.000000                                                                8333.333333              

17082.000000                                                                11111.111111             

17092.000000                                                                10000.000000             

17100.000000                                                                12500.000000             

17108.000000                                                                12500.000000             

17123.000000                                                                6666.666667              

17128.000000                                                                20000.000000             

17141.000000                                                                7692.307692              

17163.000000                                                                4545.454545              

17165.000000                                                                50000.000000             

17167.000000                                                                50000.000000             

17181.000000                                                                7142.857143              

17193.000000                                                                8333.333333              

17200.000000                                                                14285.714286             

17210.000000                                                                10000.000000             

17221.000000                                                                9090.909091              

17236.000000                                                                6666.666667              

17239.000000                                                                33333.333333             

17249.000000                                                                10000.000000             

17259.000000                                                                10000.000000             

17269.000000                                                                10000.000000             

17277.000000                                                                12500.000000             

17286.000000                                                                11111.111111             

17295.000000                                                                11111.111111             

17305.000000                                                                10000.000000             

17315.000000                                                                10000.000000             

17323.000000                                                                12500.000000             

17333.000000                                                                10000.000000             

17342.000000                                                                11111.111111             

17351.000000                                                                11111.111111             

17361.000000                                                                10000.000000             

17371.000000                                                                10000.000000             

17382.000000                                                                9090.909091              

17390.000000                                                                12500.000000             

17399.000000                                                                11111.111111             

17408.000000                                                                11111.111111             

17417.000000                                                                11111.111111             

17430.000000                                                                7692.307692              

17439.000000                                                                11111.111111             

17450.000000                                                                9090.909091              

17459.000000                                                                11111.111111             

17466.000000                                                                14285.714286             

17477.000000                                                                9090.909091              

17491.000000                                                                7142.857143              

17497.000000                                                                16666.666667             

17505.000000                                                                12500.000000             

17514.000000                                                                11111.111111             

17523.000000                                                                11111.111111             

17533.000000                                                                10000.000000             

17543.000000                                                                10000.000000             

17552.000000                                                                11111.111111             

17561.000000                                                                11111.111111             

17571.000000                                                                10000.000000             

17580.000000                                                                11111.111111             

17591.000000                                                                9090.909091              

17601.000000                                                                10000.000000             

17613.000000                                                                8333.333333              

17620.000000                                                                14285.714286             

17632.000000                                                                8333.333333              

17643.000000                                                                9090.909091              

17652.000000                                                                11111.111111             

17662.000000                                                                10000.000000             

17671.000000                                                                11111.111111             

17681.000000                                                                10000.000000             

17696.000000                                                                6666.666667              

17704.000000                                                                12500.000000             

17711.000000                                                                14285.714286             

17720.000000                                                                11111.111111             

17738.000000                                                                5555.555556              

17747.000000                                                                11111.111111             

17758.000000                                                                9090.909091              

17769.000000                                                                9090.909091              

17776.000000                                                                14285.714286             

17786.000000                                                                10000.000000             

17797.000000                                                                9090.909091              

17809.000000                                                                8333.333333              

17818.000000                                                                11111.111111             

17829.000000                                                                9090.909091              

17837.000000                                                                12500.000000             

17847.000000                                                                10000.000000             

17857.000000                                                                10000.000000             

17865.000000                                                                12500.000000             

17882.000000                                                                5882.352941              

17891.000000                                                                11111.111111             

17901.000000                                                                10000.000000             

17911.000000                                                                10000.000000             

17918.000000                                                                14285.714286             

17929.000000                                                                9090.909091              

17938.000000                                                                11111.111111             

17950.000000                                                                8333.333333              

17959.000000                                                                11111.111111             

17971.000000                                                                8333.333333              

17980.000000                                                                11111.111111             

17989.000000                                                                11111.111111             

17997.000000                                                                12500.000000             

18009.000000                                                                8333.333333              

18019.000000                                                                10000.000000             

18027.000000                                                                12500.000000             

18038.000000                                                                9090.909091              

18049.000000                                                                9090.909091              

18058.000000                                                                11111.111111             

18064.000000                                                                16666.666667             

18075.000000                                                                9090.909091              

18085.000000                                                                10000.000000             

18095.000000                                                                10000.000000             

18108.000000                                                                7692.307692              

18119.000000                                                                9090.909091              

18128.000000                                                                11111.111111             

18136.000000                                                                12500.000000             

18140.000000                                                                25000.000000             

18153.000000                                                                7692.307692              

18163.000000                                                                10000.000000             

18171.000000                                                                12500.000000             

18183.000000                                                                8333.333333              

18195.000000                                                                8333.333333              

18202.000000                                                                14285.714286             

18210.000000                                                                12500.000000             

18221.000000                                                                9090.909091              

18228.000000                                                                14285.714286             

18249.000000                                                                4761.904762              

18254.000000                                                                20000.000000             

18264.000000                                                                10000.000000             

18274.000000                                                                10000.000000             

18282.000000                                                                12500.000000             

18294.000000                                                                8333.333333              

18301.000000                                                                14285.714286             

18315.000000                                                                7142.857143              

18322.000000                                                                14285.714286             

18333.000000                                                                9090.909091              

18344.000000                                                                9090.909091              

18353.000000                                                                11111.111111             

18363.000000                                                                10000.000000             

18370.000000                                                                14285.714286             

18379.000000                                                                11111.111111             

18390.000000                                                                9090.909091              

18399.000000                                                                11111.111111             

18410.000000                                                                9090.909091              

18420.000000                                                                10000.000000             

18428.000000                                                                12500.000000             

18437.000000                                                                11111.111111             

18446.000000                                                                11111.111111             

18467.000000                                                                4761.904762              

18476.000000                                                                11111.111111             

18486.000000                                                                10000.000000             

18494.000000                                                                12500.000000             

18503.000000                                                                11111.111111             

18518.000000                                                                6666.666667              

18530.000000                                                                8333.333333              

18534.000000                                                                25000.000000             

18543.000000                                                                11111.111111             

18552.000000                                                                11111.111111             

18564.000000                                                                8333.333333              

18573.000000                                                                11111.111111             

18582.000000                                                                11111.111111             

18591.000000                                                                11111.111111             

18601.000000                                                                10000.000000             

18613.000000                                                                8333.333333              

18622.000000                                                                11111.111111             

18630.000000                                                                12500.000000             

18645.000000                                                                6666.666667              

18654.000000                                                                11111.111111             

18660.000000                                                                16666.666667             

18672.000000                                                                8333.333333              

18681.000000                                                                11111.111111             

18690.000000                                                                11111.111111             

18702.000000                                                                8333.333333              

18712.000000                                                                10000.000000             

18729.000000                                                                5882.352941              

18737.000000                                                                12500.000000             

18749.000000                                                                8333.333333              

18758.000000                                                                11111.111111             

18768.000000                                                                10000.000000             

18778.000000                                                                10000.000000             

18798.000000                                                                5000.000000              

18808.000000                                                                10000.000000             

18821.000000                                                                7692.307692              

18836.000000                                                                6666.666667              

18848.000000                                                                8333.333333              

18860.000000                                                                8333.333333              

18868.000000                                                                12500.000000             

18874.000000                                                                16666.666667             

18883.000000                                                                11111.111111             

18898.000000                                                                6666.666667              

18907.000000                                                                11111.111111             

18912.000000                                                                20000.000000             

18923.000000                                                                9090.909091              

18931.000000                                                                12500.000000             

18938.000000                                                                14285.714286             

18954.000000                                                                6250.000000              

18961.000000                                                                14285.714286             

18968.000000                                                                14285.714286             

18985.000000                                                                5882.352941              

18994.000000                                                                11111.111111             

19001.000000                                                                14285.714286             

19012.000000                                                                9090.909091              

19021.000000                                                                11111.111111             

19029.000000                                                                12500.000000             

19040.000000                                                                9090.909091              

19048.000000                                                                12500.000000             

19053.000000                                                                20000.000000             

19063.000000                                                                10000.000000             

19079.000000                                                                6250.000000              

19087.000000                                                                12500.000000             

19091.000000                                                                25000.000000             

19106.000000                                                                6666.666667              

19114.000000                                                                12500.000000             

19123.000000                                                                11111.111111             

19138.000000                                                                6666.666667              

19145.000000                                                                14285.714286             

19147.000000                                                                50000.000000             

19160.000000                                                                7692.307692              

19176.000000                                                                6250.000000              

19183.000000                                                                14285.714286             

19191.000000                                                                12500.000000             

19198.000000                                                                14285.714286             

19205.000000                                                                14285.714286             

19212.000000                                                                14285.714286             

19232.000000                                                                5000.000000              

19243.000000                                                                9090.909091              

19251.000000                                                                12500.000000             

19259.000000                                                                12500.000000             

19267.000000                                                                12500.000000             

19273.000000                                                                16666.666667             

19292.000000                                                                5263.157895              

19300.000000                                                                12500.000000             

19307.000000                                                                14285.714286             

19323.000000                                                                6250.000000              

19328.000000                                                                20000.000000             

19352.000000                                                                4166.666667              

19372.000000                                                                5000.000000              

19384.000000                                                                8333.333333              

19389.000000                                                                20000.000000             

19401.000000                                                                8333.333333              

19414.000000                                                                7692.307692              

19420.000000                                                                16666.666667             

19428.000000                                                                12500.000000             

19437.000000                                                                11111.111111             

19445.000000                                                                12500.000000             

19461.000000                                                                6250.000000              

19476.000000                                                                6666.666667              

19479.000000                                                                33333.333333             

19488.000000                                                                11111.111111             

19497.000000                                                                11111.111111             

19506.000000                                                                11111.111111             

19517.000000                                                                9090.909091              

19523.000000                                                                16666.666667             

19534.000000                                                                9090.909091              

19540.000000                                                                16666.666667             

19552.000000                                                                8333.333333              

19562.000000                                                                10000.000000             

19570.000000                                                                12500.000000             

19577.000000                                                                14285.714286             

19584.000000                                                                14285.714286             

19591.000000                                                                14285.714286             

19605.000000                                                                7142.857143              

19616.000000                                                                9090.909091              

19624.000000                                                                12500.000000             

19633.000000                                                                11111.111111             

19642.000000                                                                11111.111111             

19649.000000                                                                14285.714286             

19659.000000                                                                10000.000000             

19671.000000                                                                8333.333333              

19680.000000                                                                11111.111111             

19689.000000                                                                11111.111111             

19697.000000                                                                12500.000000             

19705.000000                                                                12500.000000             

19719.000000                                                                7142.857143              

19726.000000                                                                14285.714286             

19736.000000                                                                10000.000000             

19744.000000                                                                12500.000000             

19762.000000                                                                5555.555556              

19769.000000                                                                14285.714286             

19775.000000                                                                16666.666667             

19793.000000                                                                5555.555556              

19801.000000                                                                12500.000000             

19809.000000                                                                12500.000000             

19816.000000                                                                14285.714286             

19824.000000                                                                12500.000000             

19835.000000                                                                9090.909091              

19852.000000                                                                5882.352941              

19863.000000                                                                9090.909091              

19872.000000                                                                11111.111111             

19880.000000                                                                12500.000000             

19887.000000                                                                14285.714286             

19897.000000                                                                10000.000000             

19904.000000                                                                14285.714286             

19924.000000                                                                5000.000000              

19935.000000                                                                9090.909091              

19946.000000                                                                9090.909091              

19968.000000                                                                4545.454545              

19980.000000                                                                8333.333333              

20000.000000                                                                5000.000000              

20010.000000                                                                10000.000000             

20015.000000                                                                20000.000000             

20034.000000                                                                5263.157895              

20045.000000                                                                9090.909091              

20053.000000                                                                12500.000000             

20071.000000                                                                5555.555556              

20079.000000                                                                12500.000000             

20105.000000                                                                3846.153846              

20115.000000                                                                10000.000000             

20123.000000                                                                12500.000000             

20129.000000                                                                16666.666667             

20137.000000                                                                12500.000000             

20146.000000                                                                11111.111111             

20153.000000                                                                14285.714286             

20162.000000                                                                11111.111111             

20169.000000                                                                14285.714286             

20186.000000                                                                5882.352941              

20197.000000                                                                9090.909091              

20226.000000                                                                3448.275862              

20234.000000                                                                12500.000000             

20242.000000                                                                12500.000000             

20262.000000                                                                5000.000000              

20273.000000                                                                9090.909091              

20280.000000                                                                14285.714286             

20295.000000                                                                6666.666667              

20309.000000                                                                7142.857143              

20317.000000                                                                12500.000000             

20333.000000                                                                6250.000000              

20343.000000                                                                10000.000000             

20363.000000                                                                5000.000000              

20372.000000                                                                11111.111111             

20379.000000                                                                14285.714286             

20395.000000                                                                6250.000000              

20413.000000                                                                5555.555556              

20419.000000                                                                16666.666667             

20427.000000                                                                12500.000000             

20434.000000                                                                14285.714286             

20444.000000                                                                10000.000000             

20452.000000                                                                12500.000000             

20462.000000                                                                10000.000000             

20474.000000                                                                8333.333333              

20485.000000                                                                9090.909091              

20494.000000                                                                11111.111111             

20500.000000                                                                16666.666667             

20513.000000                                                                7692.307692              

20517.000000                                                                25000.000000             

20537.000000                                                                5000.000000              

20545.000000                                                                12500.000000             

20552.000000                                                                14285.714286             

20563.000000                                                                9090.909091              

20570.000000                                                                14285.714286             

20579.000000                                                                11111.111111             

20588.000000                                                                11111.111111             

20600.000000                                                                8333.333333              

20614.000000                                                                7142.857143              

20624.000000                                                                10000.000000             

20632.000000                                                                12500.000000             

20638.000000                                                                16666.666667             

20648.000000                                                                10000.000000             

20657.000000                                                                11111.111111             

20668.000000                                                                9090.909091              

20677.000000                                                                11111.111111             

20689.000000                                                                8333.333333              

20704.000000                                                                6666.666667              

20714.000000                                                                10000.000000             

20716.000000                                                                50000.000000             

20725.000000                                                                11111.111111             

20734.000000                                                                11111.111111             

20742.000000                                                                12500.000000             

20749.000000                                                                14285.714286             

20756.000000                                                                14285.714286             

20764.000000                                                                12500.000000             

20772.000000                                                                12500.000000             

20781.000000                                                                11111.111111             

20788.000000                                                                14285.714286             

20798.000000                                                                10000.000000             

20806.000000                                                                12500.000000             

20819.000000                                                                7692.307692              

20830.000000                                                                9090.909091              

20837.000000                                                                14285.714286             

20845.000000                                                                12500.000000             

20864.000000                                                                5263.157895              

20872.000000                                                                12500.000000             

20878.000000                                                                16666.666667             

20886.000000                                                                12500.000000             

20895.000000                                                                11111.111111             

20903.000000                                                                12500.000000             

20909.000000                                                                16666.666667             

20916.000000                                                                14285.714286             

20926.000000                                                                10000.000000             

20932.000000                                                                16666.666667             

20950.000000                                                                5555.555556              

20956.000000                                                                16666.666667             

20975.000000                                                                5263.157895              

20984.000000                                                                11111.111111             

20987.000000                                                                33333.333333             

21002.000000                                                                6666.666667              

21011.000000                                                                11111.111111             

21017.000000                                                                16666.666667             

21034.000000                                                                5882.352941              

21042.000000                                                                12500.000000             

21045.000000                                                                33333.333333             

21067.000000                                                                4545.454545              

21074.000000                                                                14285.714286             

21085.000000                                                                9090.909091              

21088.000000                                                                33333.333333             

21106.000000                                                                5555.555556              

21111.000000                                                                20000.000000             

21117.000000                                                                16666.666667             

21129.000000                                                                8333.333333              

21137.000000                                                                12500.000000             

21148.000000                                                                9090.909091              

21154.000000                                                                16666.666667             

21162.000000                                                                12500.000000             

21176.000000                                                                7142.857143              

21183.000000                                                                14285.714286             

21189.000000                                                                16666.666667             

21197.000000                                                                12500.000000             

21214.000000                                                                5882.352941              

21223.000000                                                                11111.111111             

21236.000000                                                                7692.307692              

21245.000000                                                                11111.111111             

21252.000000                                                                14285.714286             

21266.000000                                                                7142.857143              

21284.000000                                                                5555.555556              

21293.000000                                                                11111.111111             

21301.000000                                                                12500.000000             

21317.000000                                                                6250.000000              

21331.000000                                                                7142.857143              

21344.000000                                                                7692.307692              

21351.000000                                                                14285.714286             

21363.000000                                                                8333.333333              

21372.000000                                                                11111.111111             

21380.000000                                                                12500.000000             

21395.000000                                                                6666.666667              

21403.000000                                                                12500.000000             

21417.000000                                                                7142.857143              
